"Year","Geography Group","Geography","Age Group","Service","Poverty Level","Totals - Clients Receiving Registered Services","Totals - Total Clients, by Age Group","Characteristics - Male","Characteristics - Female","Characteristics - Rural","Characteristics - Lives Alone","Ethnicity - Hispanic","Ethnicity - Not Hispanic","Race - White Alone, Not Hispanic","Race - White Alone, Hispanic","Race - Native American Alone","Race - Asian Alone","Race - Black/African American Alone","Race - Hawaiian Pacific Islander Alone","Race - Other Race","Race - Two or More Races"
"2015","States","Rhode Island","Total - All Age Groups","Total - All Services","In Poverty","1,047","1,044","285","758","48","619","142","858","724","116","3","13","50","3","9","5"
"2015","States","Rhode Island","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Total - All Age Groups","Congregate Meals","In Poverty","936","933","257","676","46","544","128","767","664","102","3","13","45","3","6","4"
"2015","States","Rhode Island","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Rhode Island","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Total - All Age Groups","Total - All Services","Total - All Income Levels","20,425","20,364","5,719","14,678","12,828","614","112","19,962","9,092","44","54","48","10,836","5","51","24"
"2015","States","South Carolina","Age 60-74","Total - All Services","Total - All Income Levels","0","7,852","2,420","5,429","4,729","189","47","7,661","3,122","18","28","21","4,538","2","11","12"
"2015","States","South Carolina","Age 75-84","Total - All Services","Total - All Income Levels","0","6,838","1,825","5,013","4,364","229","32","6,725","3,173","15","19","14","3,525","3","12","6"
"2015","States","South Carolina","Age 85+","Total - All Services","Total - All Income Levels","0","5,135","1,268","3,867","3,308","181","23","5,060","2,580","9","4","11","2,466","0","11","6"
"2015","States","South Carolina","Total - All Age Groups","Congregate Meals","Total - All Income Levels","8,794","8,780","2,048","6,744","5,873","293","70","8,621","3,366","26","25","32","5,231","3","13","14"
"2015","States","South Carolina","Age 60-74","Congregate Meals","Total - All Income Levels","0","3,963","958","3,003","2,553","99","36","3,865","1,313","11","11","15","2,552","1","3","8"
"2015","States","South Carolina","Age 75-84","Congregate Meals","Total - All Income Levels","0","3,154","707","2,447","2,117","117","19","3,110","1,297","9","11","10","1,794","2","4","2"
"2015","States","South Carolina","Age 85+","Congregate Meals","Total - All Income Levels","0","1,530","334","1,196","1,085","74","11","1,511","700","5","3","6","802","0","2","4"
"2015","States","South Carolina","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","436","436","123","313","249","24","0","434","213","0","0","0","223","0","0","0"
"2015","States","South Carolina","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","173","47","126","80","8","0","172","74","0","0","0","99","0","0","0"
"2015","States","South Carolina","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","159","43","116","91","8","0","159","77","0","0","0","82","0","0","0"
"2015","States","South Carolina","Age 85+","Nutrition Counseling","Total - All Income Levels","0","97","32","65","72","8","0","97","57","0","0","0","40","0","0","0"
"2015","States","South Carolina","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","310","308","56","254","201","4","0","310","56","0","2","1","248","0","0","0"
"2015","States","South Carolina","Age 60-74","Assisted Transportation","Total - All Income Levels","0","149","38","111","80","2","0","149","29","0","1","1","115","0","0","0"
"2015","States","South Carolina","Age 75-84","Assisted Transportation","Total - All Income Levels","0","97","13","84","72","1","0","97","17","0","1","0","79","0","0","0"
"2015","States","South Carolina","Age 85+","Assisted Transportation","Total - All Income Levels","0","59","4","55","47","1","0","59","9","0","0","0","50","0","0","0"
"2015","States","South Carolina","Total - All Age Groups","Total - All Services","In Poverty","9,770","9,765","2,475","7,293","6,459","328","57","9,657","3,447","21","31","24","6,176","4","12","12"
"2015","States","South Carolina","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Total - All Age Groups","Congregate Meals","In Poverty","3,887","3,882","773","3,112","2,755","134","32","3,836","1,166","11","11","15","2,652","2","8","6"
"2015","States","South Carolina","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Total - All Age Groups","Nutrition Counseling","In Poverty","206","206","49","157","126","18","0","205","86","0","0","0","120","0","0","0"
"2015","States","South Carolina","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Total - All Age Groups","Assisted Transportation","In Poverty","166","165","28","138","125","2","0","166","32","0","1","1","132","0","0","0"
"2015","States","South Carolina","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Carolina","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Total - All Age Groups","Total - All Services","Total - All Income Levels","15,414","15,309","5,480","9,816","12,492","7,613","156","15,076","14,270","191","583","46","42","21","47","74"
"2015","States","South Dakota","Age 60-74","Total - All Services","Total - All Income Levels","0","4,909","2,001","2,868","3,871","2,186","56","4,765","4,333","76","318","20","30","10","20","32"
"2015","States","South Dakota","Age 75-84","Total - All Services","Total - All Income Levels","0","5,228","1,849","3,355","4,310","2,440","49","5,137","4,913","42","172","16","7","7","14","27"
"2015","States","South Dakota","Age 85+","Total - All Services","Total - All Income Levels","0","4,959","1,494","3,427","4,082","2,833","45","4,878","4,751","67","77","8","5","3","13","14"
"2015","States","South Dakota","Total - All Age Groups","Congregate Meals","Total - All Income Levels","8,589","8,532","3,337","5,162","7,594","3,822","64","8,411","8,258","61","123","6","1","11","18","20"
"2015","States","South Dakota","Age 60-74","Congregate Meals","Total - All Income Levels","0","2,725","1,170","1,525","2,414","944","20","2,642","2,555","22","71","3","1","4","7","10"
"2015","States","South Dakota","Age 75-84","Congregate Meals","Total - All Income Levels","0","3,165","1,200","1,947","2,805","1,322","25","3,118","3,087","11","30","1","0","4","7","7"
"2015","States","South Dakota","Age 85+","Congregate Meals","Total - All Income Levels","0","2,479","884","1,563","2,208","1,428","14","2,445","2,426","23","10","0","0","2","4","3"
"2015","States","South Dakota","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 60-74","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 75-84","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 85+","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Total - All Age Groups","Total - All Services","In Poverty","5,167","5,155","1,603","3,552","3,914","3,163","88","5,059","4,453","86","474","39","33","8","27","41"
"2015","States","South Dakota","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Total - All Age Groups","Congregate Meals","In Poverty","1,731","1,723","596","1,123","1,400","1,154","25","1,699","1,583","25","99","3","1","3","7","7"
"2015","States","South Dakota","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","South Dakota","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Total - All Age Groups","Total - All Services","Total - All Income Levels","29,356","29,318","9,664","19,589","13,412","15,008","318","27,263","21,116","374","112","92","5,590","23","118","400"
"2015","States","Tennessee","Age 60-74","Total - All Services","Total - All Income Levels","0","12,342","4,314","7,979","5,660","6,154","156","11,286","8,628","186","68","46","2,434","9","55","152"
"2015","States","Tennessee","Age 75-84","Total - All Services","Total - All Income Levels","0","9,356","3,030","6,297","4,489","4,631","96","8,782","6,949","103","25","31","1,653","6","40","131"
"2015","States","Tennessee","Age 85+","Total - All Services","Total - All Income Levels","0","6,347","1,746","4,584","2,865","3,633","47","6,049","4,736","61","11","13","1,173","4","16","101"
"2015","States","Tennessee","Total - All Age Groups","Congregate Meals","Total - All Income Levels","12,933","12,917","4,624","8,285","6,722","6,014","191","11,749","9,519","205","88","46","2,307","12","62","118"
"2015","States","Tennessee","Age 60-74","Congregate Meals","Total - All Income Levels","0","6,204","2,212","3,978","3,162","2,708","109","5,506","4,378","118","57","26","1,199","7","31","49"
"2015","States","Tennessee","Age 75-84","Congregate Meals","Total - All Income Levels","0","4,028","1,398","2,626","2,287","1,820","55","3,737","3,119","49","18","15","625","2","22","41"
"2015","States","Tennessee","Age 85+","Congregate Meals","Total - All Income Levels","0","1,716","578","1,134","981","1,003","11","1,642","1,402","17","6","5","236","0","3","18"
"2015","States","Tennessee","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","54","54","19","35","6","41","1","53","16","0","0","0","37","0","0","1"
"2015","States","Tennessee","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","25","10","15","4","21","0","25","6","0","0","0","19","0","0","0"
"2015","States","Tennessee","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","15","5","10","1","10","1","14","5","0","0","0","9","0","0","1"
"2015","States","Tennessee","Age 85+","Nutrition Counseling","Total - All Income Levels","0","10","3","7","1","6","0","10","4","0","0","0","6","0","0","0"
"2015","States","Tennessee","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","158","155","40","117","21","84","0","114","91","0","0","26","15","0","1","1"
"2015","States","Tennessee","Age 60-74","Assisted Transportation","Total - All Income Levels","0","79","25","54","9","41","0","54","44","0","0","14","8","0","1","0"
"2015","States","Tennessee","Age 75-84","Assisted Transportation","Total - All Income Levels","0","50","9","40","7","24","0","36","32","0","0","8","5","0","0","0"
"2015","States","Tennessee","Age 85+","Assisted Transportation","Total - All Income Levels","0","18","1","17","3","14","0","16","11","0","0","2","1","0","0","1"
"2015","States","Tennessee","Total - All Age Groups","Total - All Services","In Poverty","11,703","11,698","3,499","8,188","4,841","7,455","142","11,437","7,820","131","54","50","3,041","12","53","136"
"2015","States","Tennessee","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Total - All Age Groups","Congregate Meals","In Poverty","4,490","4,487","1,533","2,948","1,977","3,011","76","4,356","2,878","69","42","15","1,208","7","25","49"
"2015","States","Tennessee","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Total - All Age Groups","Nutrition Counseling","In Poverty","34","34","14","20","2","29","1","33","4","0","0","0","30","0","0","0"
"2015","States","Tennessee","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Total - All Age Groups","Assisted Transportation","In Poverty","111","110","31","79","4","66","0","87","64","0","0","26","14","0","1","1"
"2015","States","Tennessee","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Tennessee","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Total - All Age Groups","Total - All Services","Total - All Income Levels","140,195","134,833","50,919","89,160","48,304","62,364","43,482","94,281","63,093","42,571","325","2,328","24,192","81","479","4,821"
"2015","States","Texas","Age 60-74","Total - All Services","Total - All Income Levels","0","58,170","21,844","36,264","18,860","25,510","19,890","37,301","23,005","19,497","175","1,142","11,439","39","250","1,720"
"2015","States","Texas","Age 75-84","Total - All Services","Total - All Income Levels","0","44,417","15,871","28,510","16,245","19,570","13,900","30,063","20,946","13,570","99","787","6,639","24","131","1,805"
"2015","States","Texas","Age 85+","Total - All Services","Total - All Income Levels","0","29,935","10,144","19,777","10,944","15,126","7,704","21,939","16,270","7,522","37","329","4,147","14","77","1,256"
"2015","States","Texas","Total - All Age Groups","Congregate Meals","Total - All Income Levels","64,038","64,020","23,804","40,150","22,096","29,320","23,117","40,626","28,994","22,472","222","1,895","7,522","55","316","2,379"
"2015","States","Texas","Age 60-74","Congregate Meals","Total - All Income Levels","0","29,733","10,927","18,757","9,425","12,740","12,315","17,239","11,224","12,023","124","1,011","4,193","26","175","845"
"2015","States","Texas","Age 75-84","Congregate Meals","Total - All Income Levels","0","21,641","8,116","13,501","7,954","9,993","7,217","14,348","10,741","6,985","69","633","2,058","17","92","1,000"
"2015","States","Texas","Age 85+","Congregate Meals","Total - All Income Levels","0","10,828","4,125","6,695","4,215","5,913","2,820","7,983","6,378","2,706","17","205","958","9","39","502"
"2015","States","Texas","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 60-74","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 75-84","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 85+","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Total - All Age Groups","Total - All Services","In Poverty","70,074","67,290","23,890","46,130","22,780","34,636","26,191","42,646","24,592","25,497","170","1,555","14,244","31","292","2,437"
"2015","States","Texas","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Total - All Age Groups","Congregate Meals","In Poverty","31,500","31,495","11,006","20,456","8,924","16,475","14,320","17,101","10,144","13,836","113","1,260","4,741","19","192","1,119"
"2015","States","Texas","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Texas","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Total - All Age Groups","Total - All Services","Total - All Income Levels","32,244","31,290","12,181","19,472","9,790","9,125","1,063","25,557","23,313","1,262","227","432","167","225","198","262"
"2015","States","Utah","Age 60-74","Total - All Services","Total - All Income Levels","0","12,737","4,850","7,793","3,493","3,298","525","10,222","9,107","611","123","213","98","132","122","94"
"2015","States","Utah","Age 75-84","Total - All Services","Total - All Income Levels","0","10,572","4,089","6,414","3,293","2,871","325","8,587","7,970","381","47","122","43","63","43","77"
"2015","States","Utah","Age 85+","Total - All Services","Total - All Income Levels","0","7,289","2,779","4,487","2,206","2,796","184","6,091","5,656","235","43","80","18","24","20","83"
"2015","States","Utah","Total - All Age Groups","Congregate Meals","Total - All Income Levels","25,949","25,220","9,900","15,567","6,618","6,734","806","21,028","18,794","1,034","186","405","144","214","183","216"
"2015","States","Utah","Age 60-74","Congregate Meals","Total - All Income Levels","0","11,119","4,264","6,770","2,669","2,667","432","9,074","7,958","529","108","209","87","129","116","87"
"2015","States","Utah","Age 75-84","Congregate Meals","Total - All Income Levels","0","8,582","3,379","5,144","2,267","2,199","242","7,132","6,500","315","39","115","39","59","40","63"
"2015","States","Utah","Age 85+","Congregate Meals","Total - All Income Levels","0","4,937","1,906","3,017","1,050","1,737","111","4,253","3,858","163","28","65","11","20","16","58"
"2015","States","Utah","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","654","589","161","474","388","257","15","431","372","6","2","0","3","3","4","4"
"2015","States","Utah","Age 60-74","Assisted Transportation","Total - All Income Levels","0","214","51","163","149","81","6","138","116","0","1","0","1","1","1","1"
"2015","States","Utah","Age 75-84","Assisted Transportation","Total - All Income Levels","0","194","52","141","108","85","6","152","136","4","0","0","0","1","1","1"
"2015","States","Utah","Age 85+","Assisted Transportation","Total - All Income Levels","0","161","39","122","82","82","2","121","105","1","1","0","1","0","1","2"
"2015","States","Utah","Total - All Age Groups","Total - All Services","In Poverty","4,603","4,574","1,547","3,046","1,542","2,107","333","3,960","3,383","362","102","87","64","51","33","48"
"2015","States","Utah","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Total - All Age Groups","Congregate Meals","In Poverty","3,312","3,289","1,155","2,149","794","1,445","242","2,946","2,453","289","78","78","54","46","29","39"
"2015","States","Utah","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Total - All Age Groups","Assisted Transportation","In Poverty","153","150","35","118","121","90","4","134","108","3","1","0","1","1","1","1"
"2015","States","Utah","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Utah","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Vermont","Total - All Age Groups","Total - All Services","Total - All Income Levels","19,924","17,150","6,784","12,479","18,599","7,117","73","16,315","15,274","50","43","157","19","19","24","1,108"
"2015","States","Vermont","Age 60-74","Total - All Services","Total - All Income Levels","0","6,384","2,353","4,003","6,168","2,410","26","5,472","5,074","16","24","60","11","7","11","372"
"2015","States","Vermont","Age 75-84","Total - All Services","Total - All Income Levels","0","5,636","1,969","3,637","5,506","2,335","30","4,942","4,737","21","6","26","4","6","6","345"
"2015","States","Vermont","Age 85+","Total - All Services","Total - All Income Levels","0","4,421","1,406","2,993","4,323","2,073","9","3,972","3,672","6","9","11","3","3","4","337"
"2015","States","Vermont","Total - All Age Groups","Congregate Meals","Total - All Income Levels","11,095","8,704","3,520","6,995","10,028","3,502","36","8,494","8,742","29","33","121","6","15","11","346"
"2015","States","Vermont","Age 60-74","Congregate Meals","Total - All Income Levels","0","3,446","1,119","2,312","3,310","1,112","11","2,852","2,676","10","21","49","4","5","4","101"
"2015","States","Vermont","Age 75-84","Congregate Meals","Total - All Income Levels","0","3,133","1,062","2,058","3,047","1,286","20","2,653","2,799","14","4","20","1","5","4","128"
"2015","States","Vermont","Age 85+","Congregate Meals","Total - All Income Levels","0","1,878","613","1,260","1,846","966","2","1,665","1,685","1","7","4","0","3","3","100"
"2015","States","Vermont","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","108","106","36","72","105","63","0","101","80","0","0","2","0","0","0","11"
"2015","States","Vermont","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","50","17","33","49","31","0","49","39","0","0","0","0","0","0","5"
"2015","States","Vermont","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","29","11","18","28","16","0","27","20","0","0","1","0","0","0","2"
